participant_id,condition,pointer_type,mouse_start_x_position,mouse_start_y_position,mouse_clicked_x_position,mouse_clicked_y_position,distance_to_start_position,circle_count,circle_size,is_circle_clicked,is_target,task_completion_time_in_ms,timestamp
3,5,normal,46,566,2595,361,2557.230142165543,20,100,True,True,916.923,2021-05-12 15:21:48.510124
3,5,normal,30,581,2795,530,2765.4703035830994,20,100,True,True,693.748,2021-05-12 15:21:50.173710
3,5,normal,22,575,2847,595,2825.070795573095,20,100,True,True,1031.4489999999998,2021-05-12 15:21:52.173517
3,5,normal,24,582,2708,839,2696.276135710139,20,100,True,True,759.053,2021-05-12 15:21:53.997568
3,5,normal,14,588,2554,554,2540.227548862503,20,100,True,True,1457.9299999999996,2021-05-12 15:21:56.141668
3,2,normal,28,560,2659,778,2640.016098435765,75,50,True,True,689.707,2021-05-12 15:21:57.717639
3,2,normal,27,573,2535,512,2508.7417164786016,75,50,True,True,942.696,2021-05-12 15:21:59.437709
3,2,normal,20,573,2571,320,2563.5151647688767,75,50,True,True,1190.4920000000004,2021-05-12 15:22:01.621648
3,2,normal,29,564,2800,502,2771.693525626525,75,50,True,True,792.47,2021-05-12 15:22:03.533665
3,2,normal,18,573,2806,569,2788.002869438983,75,50,True,True,1125.8570000000002,2021-05-12 15:22:05.596876
3,4,normal,18,581,28,202,379.1319031682773,75,50,False,False,,2021-05-12 15:22:07.829601
3,4,normal,18,581,2527,516,2509.8418276855623,75,50,True,True,1531.825,2021-05-12 15:22:08.181717
3,4,normal,12,564,2653,771,2649.099847117885,75,50,True,True,1184.933,2021-05-12 15:22:10.301672
3,4,normal,27,567,2571,318,2556.156685338362,75,50,True,True,1089.905,2021-05-12 15:22:12.540971
3,4,normal,24,579,2814,582,2790.0016129027595,75,50,True,True,1157.8110000000001,2021-05-12 15:22:15.021711
3,4,normal,27,577,2784,492,2758.30998983073,75,50,True,True,983.757,2021-05-12 15:22:16.877791
3,3,normal,26,570,2658,838,2645.609192605741,20,100,True,True,672.363,2021-05-12 15:22:18.389898
3,3,normal,34,565,2610,359,2584.223674529741,20,100,True,True,1114.6760000000002,2021-05-12 15:22:20.406875
3,3,normal,27,576,2823,596,2796.071529843255,20,100,True,True,778.1909999999998,2021-05-12 15:22:22.821720
3,3,normal,19,576,2557,522,2538.574403085322,20,100,True,True,569.076,2021-05-12 15:22:24.237023
3,3,normal,23,583,2837,510,2814.9467135276286,20,100,True,True,683.944,2021-05-12 15:22:25.805451
4,1,normal,28,587,2616,495,2589.634723276625,20,100,True,True,588.0889999999998,2021-05-12 15:27:19.575111
4,1,normal,34,580,2868,535,2834.357246361157,20,100,True,True,721.2810000000001,2021-05-12 15:27:21.391111
4,1,normal,31,562,2830,472,2800.446571531048,20,100,True,True,1001.045,2021-05-12 15:27:23.127048
4,1,normal,35,559,2655,290,2633.773148925321,20,100,True,True,742.675,2021-05-12 15:27:24.687241
4,1,normal,28,573,2734,751,2711.848078340673,20,100,True,True,745.125,2021-05-12 15:27:26.790475
4,2,normal,25,583,2621,252,2617.0168130908137,75,50,True,True,763.572,2021-05-12 15:27:28.287223
4,2,normal,9,571,2702,710,2696.5848772104323,75,50,True,True,841.227,2021-05-12 15:27:30.143152
4,2,normal,5,575,2812,429,2810.794371703487,75,50,True,True,847.4889999999999,2021-05-12 15:27:31.639221
4,2,normal,36,586,2839,511,2804.0032096985915,75,50,True,True,1005.672,2021-05-12 15:27:33.567497
4,2,normal,36,560,2581,445,2547.596906890884,75,50,True,True,1338.832,2021-05-12 15:27:36.014554
4,3,normal,38,572,2893,479,2856.514309433789,20,100,True,True,559.821,2021-05-12 15:27:37.479048
4,3,normal,29,568,2566,481,2538.4912842080043,20,100,True,True,667.5550000000002,2021-05-12 15:27:39.127115
4,3,normal,6,585,2892,512,2886.923102543606,20,100,True,True,1299.998,2021-05-12 15:27:41.351138
4,3,normal,36,570,2701,741,2670.480481111966,20,100,True,True,613.899,2021-05-12 15:27:42.847224
4,3,normal,29,577,2654,297,2639.891096238631,20,100,True,True,1096.107,2021-05-12 15:27:44.703100
4,4,normal,19,583,2843,493,2825.433772007407,75,50,True,True,1114.563,2021-05-12 15:27:46.902556
4,4,normal,14,587,2581,455,2570.391604405834,75,50,True,True,833.9290000000002,2021-05-12 15:27:48.623203
4,4,normal,18,585,2609,254,2612.0570437875203,75,50,True,True,738.855,2021-05-12 15:27:50.119185
4,4,normal,10,571,2694,706,2687.392974613129,75,50,True,True,1077.197,2021-05-12 15:27:52.311065
4,4,normal,19,570,358,184,513.7285275318084,75,50,False,False,,2021-05-12 15:27:55.071119
4,4,normal,19,570,285,221,438.8131720903555,75,50,False,False,,2021-05-12 15:27:55.439191
4,4,normal,19,570,2816,429,2800.5517313558053,75,50,True,True,1722.0549999999996,2021-05-12 15:27:55.751228
4,5,normal,34,576,2595,480,2562.798665521738,20,100,True,True,602.3480000000001,2021-05-12 15:27:57.246521
4,5,normal,37,563,2904,545,2867.0565045007397,20,100,True,True,996.07,2021-05-12 15:27:59.119106
4,5,normal,14,585,2631,302,2632.2572062775325,20,100,True,True,772.2389999999999,2021-05-12 15:28:01.534547
4,5,normal,31,578,2843,451,2814.866426671077,20,100,True,True,755.5139999999999,2021-05-12 15:28:03.430520
4,5,normal,41,574,2718,751,2682.8451315720777,20,100,True,True,620.8580000000002,2021-05-12 15:28:05.615244
4,6,normal,10,581,2826,425,2820.3177125990615,75,50,True,True,984.027,2021-05-12 15:28:07.502458
4,6,normal,30,589,102,234,362.22782885913114,75,50,False,False,,2021-05-12 15:28:09.454948
4,6,normal,30,589,2577,454,2550.5752292375146,75,50,True,True,1052.348,2021-05-12 15:28:09.782495
4,6,normal,35,580,2605,244,2591.871138772143,75,50,True,True,1104.742,2021-05-12 15:28:11.902821
4,6,normal,36,581,2861,504,2826.049185700773,75,50,True,True,797.063,2021-05-12 15:28:14.015273
4,6,normal,12,574,2694,732,2686.649958591554,75,50,True,True,1166.073,2021-05-12 15:28:16.302619
